toxic_sentence	neutral_sentence	lang
Du bist einfach nur noch lächerlich . #Bundestag	Du bist einfach nur noch fragwürdig . #Bundestag	de
Von Gauland wurde verlangt das er sich wegen ˋentsorgen‘ entschuldigen sollte.... Würde das von der Kröte auch verlangt..?	Von Gauland wurde verlangt das er sich wegen ˋentsorgen‘ entschuldigen sollte.... Würde das von der Person auch verlangt..?	de
Der Hank geht mir dermaßen auf die Eier.	Der Hank geht mir dermaßen auf die Nerven.	de
Die meisten Deutschen misstrauen Merkel!. Warum schreibt dieses Vasallenpack der deutschen Lügenpresse nicht mal darüber!!!!	Die meisten Deutschen misstrauen Merkel!. Warum schreibt die Presse nicht mal darüber!!!!	de
gibts diese Woche einen Wettbewerb zwischen #maischberger und #lanz, wer die Gast*in mit der hässlichten Fresse hat?	gibts diese Woche einen Wettbewerb zwischen #maischberger und #lanz, wer die Gast*in mit dem auffälligsten Gesichthat?	de
Hier haben einige Politiker richtige abgesahnt..... Und der Oberguru Maschmayer macht jetzt einen auf Fernsehstar...und produziert seiner alten b-Movies. 😃😃	Hier haben einige Politiker richtige abgesahnt..... Und der Maschmayer macht jetzt einen auf Fernsehstar...und produziert seiner alten b-Movies. 😃😃	de
Nein, MAN USS regulieren, weil dieMieten sonst in dieHöhe steigen. Bauen bedeutet nicht, dass die Mieten sinken. Da werden wir massiv verarscht.	Nein, MAN USS regulieren, weil dieMieten sonst in dieHöhe steigen. Bauen bedeutet nicht, dass die Mieten sinken. Da werden wir hinters Licht geführt.	de
Wie gehabt bei Illner Grüner + zwei Journalisten ein CDU u die Rot Grün versiffte Gesine Schwan ZDF versucht Grüne hochzupuschen. AFD wählen	Wie gehabt bei Illner Grüner + zwei Journalisten ein CDU u die Rot Grüne Gesine Schwan ZDF versucht Grüne hochzupuschen. AFD wählen	de
Was ist den das fette etwas da ..?	Was ist den das da ..?	de
11jahre für das Schwein ist schon ok...alles besser als Bewährung...	11jahre für den Mann ist schon ok...alles besser als Bewährung...	de
Koalitionsverhandlungen um Merkel sind für mich ein widerliches Schauspiel von Schwachmaten > ein Gerangel um Posten für BILDdungsbürger 🤢	Koalitionsverhandlungen um Merkel sind für mich ein Schauspiel > ein Gerangel um Posten für BILDdungsbürger 🤢	de
Was für eine hohle Type....😂😂	Was für ein Type....😂😂	de
Bei diesen Kölner Staatsoberhäupter sind die Kölner verloren...oder verständlicher:...voll im Arsch..!!	Bei diesen Kölner Staatsoberhäupter sind die Kölner verloren...!!	de
Da wird mal wieder stark Übertrieben, es werden paar hundert wenn es hoch kommt teilnehmen!. Natürlich wird die Lügenpresse was anderes sagen	Da wird mal wieder stark Übertrieben, es werden paar hundert wenn es hoch kommt teilnehmen!. Natürlich wird die Presse was anderes sagen	de
Was für Bullshit. Wenn er mit Wissen und Unterstützung von Merkel gehandelt hat, dann ist das ein Skandal der gesamten Bundesregierung!	Was für Unsinn. Wenn er mit Wissen und Unterstützung von Merkel gehandelt hat, dann ist das ein Skandal der gesamten Bundesregierung!	de
Auf zdf info die übliche Trump-Hetze, fehlt heute nur noch die Hetze gegen die DDR u. Russland > Dr. Goebbels lässt wieder grüßen 😜	Auf zdf info die übliche Trump-Kritik, fehlt heute nur noch die Propaganda gegen die DDR u. Russland > Dr. Goebbels lässt wieder grüßen 😜	de
Gabriel, was bist Du für ein scheinheiliger Außerrandundband-Minister.. Verkaufst Deine Demokratie an das Sultanat. Raus mit Dir.	Gabriel, was bist Du für ein unaufrichtiger Außerrandundband-Minister.. Verkaufst Deine Demokratie an das Sultanat.	de
Sag mal glaubt ihr allen Ernstes die Kacke dieser sogenannten Umfragen, mal ehrlich??	Sag mal glaubt ihr allen Ernstes diesen Quatsch dieser sogenannten Umfragen, mal ehrlich??	de
...ihre Statements entsprechen ihrem Aussehen...häßlich..!!	...ihre Statements entsprechen ihrem Aussehen..!!	de
Die Massen von dummen Kommentarem und deutschfeindlichen Äusserungen dieser Grünen Person sind keine Meinungen, sondern trauriges Gelaber!!	Die Massen von Kommentarem und deutschfeindlichen Äusserungen dieser Grünen Person sind keine Meinungen, sondern trauriges Gerede!!!!	de
Hatte Yücel am Ende doch recht..?...ich bleibe bei meiner Aussage: 80% der deutsche sind verblödete Schwachsinnige... Ihnen ist 🇩🇪egal...!!	Hatte Yücel am Ende doch recht..?...ich bleibe bei meiner Aussage: 80% der deutsche sind ungebildete Leute... Ihnen ist 🇩🇪egal...!!	de
Das Fette Schwein @USER_0 Gabriel Redet wieder auf ,alles vor der Wahl 2017 😂😂😂😂😂	@USER_0 Gabriel Redet wieder auf ,alles vor der Wahl 2017 😂😂😂😂😂	de
#Straeter ist einfach nur noch Strunz langweilig	#Straeter ist einfach nur noch langweilig	de
Ich habe bis heute nicht verstanden, was an Dunkelhäutigen in schwarzen Burkas mit dunkler “Kultur“ BUNT sein soll... #Islamisierung	#maischberger Fratscher für Migranten als InvestitioIch habe bis heute nicht verstanden, was an Schwarzen in schwarzen Burkas mit dunkler “Kultur“ BUNT sein soll... #Islamisierung	de
So ein Bullshit..... Du denkst es geht nicht dümmer?....dann kennst die SPDler nicht...😂😂	So ein Quatsch..... Du denkst es geht nicht schlimmer?....dann kennst die SPDler nicht...😂😂	de
Unsere Politiker sind zu blöd einen Terroristen auszuweisen weil er keinen Pass hat!!!	Unsere Politiker sind nicht schlau genug einen Terroristen auszuweisen weil er keinen Pass hat!!!	de
Weit und breit kein Neger.	Weit und breit kein Schwarzer.	de
@USER_0de @USER_0 In der Türkei, das Maul nicht riskieren und hier frech werden! Typisch Türke!	@USER_0de @USER_0 In der Türkei, nichts riskieren und hier frech werden! Typisch!	de
Hinweis: Wer wegen Nadalnys angeblicher Vergiftung nun Nordstream Gas ablehnt ,muss wegen dem tatsächlich getöteten Kashoggi auf das Saudi Öl verzichten Ihr Heuchler. #staatsTV	Hinweis: Wer wegen Nadalnys angeblicher Vergiftung nun Nordstream Gas ablehnt ,muss wegen dem tatsächlich getöteten Kashoggi auf das Saudi Öl verzichten. #staatsTV	de
Donald Trump ist ein Großmaul, das die Fakten zu den verkauften Autos. in D und USA nicht kennt. Er möge sein Maul halten.	Donald Trump ist eine Person, der die Fakten zu den verkauften Autos. in D und USA nicht kennt. Er möge leise sein.	de
Die hat doch den Arsch offen.	Die ist doch verwirrt.	de
Bei einer psycho Sekte von freiwillig zu sprechen ist mutig.	Bei einer Sekte von freiwillig zu sprechen ist mutig.	de
Hey Charr...du bist kein guter Boxer...im Ami-Land haut dich jeder Sparingspartner wech du Pfeife...!. @USER_1	Hey Charr...du bist kein guter Boxer...in Amerika haut dich jeder Sparingspartner weg...!. @USER_1	de
Sehe ich Kathrin Göring Eckart, Merkel, Gysi, Petry, Wagenknecht und all die anderen Wendehälse die uns heute regieren. Frage ich mich. War der Fall der Mauer ein Fehler.	Sehe ich Kathrin Göring Eckart, Merkel, Gysi, Petry, Wagenknecht und all die anderen wechselnhaften  Politiker die uns heute regieren. Frage ich mich. War der Fall der Mauer ein Fehler.	de
Die liebt Wahlkampf, andere lieben ihre Familien. Zum kotzen, was die SPD alles tut, um an der Macht zu kleben.	Die liebt Wahlkampf, andere lieben ihre Familien. Erstaunlich, was die SPD alles tut, um an der Macht zu bleiben.	de
#Bayern sollte eine Unabhängigkeitswahl wie die Katalonen machen.. Wir brauchen keine sexy linksversiffte Regierung in #Bayern	#Bayern sollte eine Unabhängigkeitswahl wie die Katalonen machen.. Wir brauchen keine linke Regierung in #Bayern	de
Gute Nacht, Ihr Lieben da draußen und träumt schön von Murksel und ihrem Kurzschwanzdackel Luschet 😜	Gute Nacht, Ihr Lieben da draußen und träumt schön von Merkel und ihrem Kollegen Laschet 😜	de
AUF DAS DER FUROR TEUTONICUS ERWACHT !zurhöllemitmerkel !	AUF DAS DER FUROR TEUTONICUS ERWACHT !wegmitmerkel !	de
welches Meth nimmt eigentlich @USER_0? Ihre Haut sieht ja fürchterlich aus und dann das ständige blinzeln #furchtbar #maischberger	was nimmt eigentlich @USER_0? Ihre Haut sieht ja nicht gut aus und dann das ständige blinzeln #maischberger	de
Genau Grenzen dicht, aber richtig. Asylschmarotzer raus!	Genau Grenzen dicht, aber richtig.	de
Stellt Lügenpresse eigentl schon Überlegungen in München an zur Nacktbadesaison an der Isar und Flüchtlinge Primaten? HAHAHAHA #rapefugees	Stellt die Presse eigentl schon Überlegungen in München an zur Nacktbadesaison an der Isar und Flüchtlinge? HAHAHAHA	de
der Dummschwätzer Herr #Dobrindt gehört nicht in die #Bundesregierung sondern ins Irrenhaus #CDU #CSU	der Herr #Dobrindt gehört nicht in die #Bundesregierung sondern braucht eine Psychotherapie #CDU #CSU	de
stimmt. Die Russen hatten wenigstens diese Ossis unter Kontrolle	stimmt. Die Russen hatten wenigstens die DDR unter Kontrolle	de
Die meisten Schiffbrüchigen sind doch keine Flüchtlinge, sondern. rücksichtslose Invasoren. Wann begreift Ihr politischen Hohlköpfe das?	Die meisten Schiffbrüchigen sind doch keine Flüchtlinge, sondern. rücksichtslose Einwanderer. Wann begreift Ihr Politiker das?	de
das hätte ich der #FDP nicht zugetraut alle Achtung! nur die #Grünen kriechen allen in den Arsch	das hätte ich der #FDP nicht zugetraut alle Achtung! nur die #Grünen schmeicheln sich bei allen ein	de
Da erkennt man, mit was für jämmerlichen Deppen die abgefuckte SPD aus Machtgeilheit 4 Jahre das Volk verraten und verkauft hat !!!	Da erkennt man, mit was für Leuten die SPD aus Machtgeilheit 4 Jahre das Volk verraten und verkauft hat !!!	de
Was die allermeisten immer noch nicht begriffen haben: Der #Islam hat seine eigenen #Menschenrechte, #scharia-basiert. Ihr Deppen!	Was die allermeisten immer noch nicht begriffen haben: Der #Islam hat seine eigenen #Menschenrechte, #scharia-basiert.	de
Ekelhafter gehts kaum, wie sich diese CDU-Schwachmaten selbst beweihräuchern u feiern u das vor dem Hintergrund des tief gespaltenen Landes🤢	Unverständlicher gehts kaum, wie sich diese CDU-Politiker selbst beweihräuchern u feiern u das vor dem Hintergrund des tief gespaltenen Landes🤢	de
Hab gerade in Brüssel angerufen. Ist wie mit Denyz in der Türkei. Keiner will den Spast zurück :-)	Hab gerade in Brüssel angerufen. Ist wie mit Denyz in der Türkei. Keiner will ihn zurück :-)	de
Ich kritisiere insbesondere das scheinheilige Verhalten aller Mitglieder des Bundestags.	Ich kritisiere insbesondere das Verhalten aller Mitglieder des Bundestags.	de
idiotischer Kommentar. Aufm Supermannheft gepennt?	schlechter Kommentar. Aufm Supermannheft gepennt?	de
Der Gscheidschmatzer macht mich richtig wütend! Fährt mit seinem Porsche rum und reißt seine Klappe auf...ich glaubs nicht!	Der Besserwisser macht mich richtig wütend! Fährt mit seinem Porsche rum und reißt seinen Mund auf...ich glaubs nicht!	de
Blind ist die Meck-Pomm Schlampe auch noch!	Blind ist die Dame aus Meck-Pom auch noch!	de
Was habe ich mit dem Faschisten Erdogan zu tun? Und Dein Beileid kannst Du Dir hinschieben, wo die Sonne nie scheint.	Was habe ich mit dem Faschisten Erdogan zu tun? Und Dein Beileid kannst Du vergessen!	de
Stimmt, die BRD geht mir auch am ARSCH vorbei. DEUTSCHLAND gillt es gegen POLITVERBRECHER,wie Merkel,Schulz,u.MAAS zu schützen !!	Stimmt, die BRD ist mir auch egal. DEUTSCHLAND gillt es gegen Personen,wie Merkel,Schulz,u.MAAS zu schützen !!	de
Dummes Gelaber wegen Abschiebung in unsichere Staaten. Berlin, Manchester. und Nizza liegen auch in unsicheren Staaten. Also keine Hemmungen.	Unnötiges Gespräch wegen Abschiebung in unsichere Staaten. Berlin, Manchester. und Nizza liegen auch in unsicheren Staaten. Also keine Hemmungen.	de
Der größte Finanzbetrüger aller Zeiten, trifft einen Grünen deutschfeindlichen Türken! Diese Dummlaberei sollte sich niemand antun!	Der größte Finanzbetrüger aller Zeiten, trifft einen Grünen mit türkischen Wurzeln! Dieses Gespräch sollte sich niemand anhören!!	de
der strunzdumme #Verstappen und sollte lieber Seifenkisten mit Wohnwagen fahren mehr kann er ohnehin nicht #F1sky	der #Verstappen und sollte lieber Seifenkisten mit Wohnwagen fahren mehr kann er ohnehin nicht #F1sky	de
Das einzige was @USER_1 bereut bedauert, dass er erwischt wurde.. Dieser Pädophile gehört eindeutig entsorgt...samt seiner Grünen Brut!!	Das einzige was @USER_1 bereut bedauert, dass er erwischt wurde.. Dieser Pädophile gehört eindeutig abgewählt...samt seiner Grünen Brut!!	de
Ein schmieriger Sozi,ein Faschist der extremen Linken,ein Antideutsches Subjekt!	Ein Sozialist,ein Anhänger der extremen Linken,ein Antideutsches Subjekt!	de
Opfer im Interesse der eigenen fragwürdigen Ziele verhöhnen zu lassen sind bewusster Politik-Stil Merkels, ein kranker Geist😜	Opfer im Interesse der eigenen fragwürdigen Ziele verhöhnen zu lassen sind bewusster Politik-Stil Merkels	de
Haha das waren welche am Flughafen typische Grünen Wähler. Bis aufs Mark blöde	Haha das waren welche am Flughafen typische Grünen Wähler.	de
Das sind doch alles masturbierende Pickelplatagen, keine Ahnung von Etwas...deswegen werden sie bestimmt Berufspolitiker..😃😃	Das sind doch alles Anfänger, keine Ahnung von Etwas...deswegen werden sie bestimmt Berufspolitiker..😃😃	de
Pervers. Die Türken fordern Gerechtigkeit. Anstatt dort, wo sie die. Ungerechtigkeit gewählt haben, fordern sie das in Österreich. Haut ab.	Die Türken fordern Gerechtigkeit. Anstatt dort, wo sie die. Ungerechtigkeit gewählt haben, fordern sie das in Österreich.	de
Uiiii...die Häßlichkeit geht in die nächste Runde...	Uiiii... die nächste Runde...	de
Die haben noch einen Arsch in der Hose.	Die haben noch Mumm.	de
Da die Kirche jeher den Herrschenden in den Arsch gekrochen ist, inkl. Hitler, wundert es mich nicht 😜	Da die Kirche jeher den Herrschenden gefallen wollte, wundert es mich nicht 😜	de
ich finde gut dass #Trump #Jerusalem als Hauptstadt anerkennt nun bekommen die #Israelis erst richtig auf die Fresse	ich finde gut dass #Trump #Jerusalem als Hauptstadt anerkennt nun bekommen die #Israelis erst richtig Probleme	de
Ach du Scheisse, wer mit Nahles in die Zukunft geht kann auch gleich den Stegner dazu packen 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂	Ach du grüne Neune, wer mit Nahles in die Zukunft geht kann auch gleich den Stegner dazu packen 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂	de
Die Mehrzahl=Asylschmarotzer, Verbrecher, Terroristen, Feiglinge	Die Mehrzahl=Asylsuchende, Verbrecher, Terroristen	de
Mit Europa im Zentrum meinen die Polit🤡 wohl die verrottete, korrupte #EU	Mit Europa im Zentrum meinen die Politiker wohl die alte, korrupte #EU	de
So ein Schwein sitzt noch da oben? Pfui Teufel!	So einer sitzt noch da oben? Oh je!	de
Murksel und ihre Unchristen stehen für Konfrontation gegen Russland und einen möglichen Krieg. Und den überleben auch Wahlschafe nicht 😜	Merkel und ihre Unchristen stehen für Konfrontation gegen Russland und einen möglichen Krieg. Und den überleben auch Wähler nicht 😜	de
So sieht es in einem Land aus welches vor der Verblödung steht...ich hasse dumme Menschen, erst recht wenn es meine eigenen Landsleute sind...furchtbar	So sieht es in einem Land aus, welches vor einer Herausforderung steht...ich mag keine uninformierten Menschen, erst recht wenn es meine eigenen Landsleute sind...enttäuschend	de
Hallo, war einige Tage in PL, bin gerade zurück u. muss erst all die positiven Eindrücke verarbeiten😜Horsti u. Murksel, ein Thema in PL 😂😂😂	Hallo, war einige Tage in PL, bin gerade zurück u. muss erst all die positiven Eindrücke verarbeiten😜Horsti u. Merkel, ein Thema in PL 😂😂😂	de
Es gibt deutsche Weiber die sind geil drauf...deswegen wählen sie SPDund Grünen..!	Es gibt deutsche Frauen denen das gefällt...deswegen wählen sie SPDund Grünen..!	de
Umso mehr Schwachsinn die Altparteien von sich geben umso eher kommt die AFD an die Macht.. Die Bürger sind nicht ganz so verblödet wie die Altparteien glauben. #illner	Umso mehr Quatsch die Altparteien von sich geben umso eher kommt die AFD an die Macht.. Die Bürger sind nicht ganz so naiv wie die Altparteien glauben. #illner	de
Die Politiker und Merkels Vasallen die Lügenpresse und Medienlandschaft sprachen doch von Zehntausenden Teilnehmern? Bestimmt Navi kaputt 😂😂	Die Politiker und Merkels Anhänger die Presse und Medienlandschaft sprachen doch von Zehntausenden Teilnehmern? Bestimmt Navi kaputt 😂😂	de
Bis heute wusste ich garnicht das Jerusalem nicht die Hauptstadt von Israel ist...... Es ist eine Christen und Juden Angelegenheit...was geht es eigentlich die bärtigen Kinderschänder an..?	Bis heute wusste ich garnicht das Jerusalem nicht die Hauptstadt von Israel ist...... Es ist eine Christen und Juden Angelegenheit...was geht es eigentlich die bärtigen Männer an..?	de
Ich scheisse auf die SPD !!!	Die SPD ist mir egal!!!	de
Wie blöd können die Niedersachsen doch sein ???	Wie naiv können die Niedersachsen doch sein ???	de
#Rosenmontag in Mainz und Nordafrikadüsseldorf abgesagt. Hat aber nichts mit #rapefugees zu tun.	#Rosenmontag in Mainz und Nordafrikadüsseldorf abgesagt. Hat aber nichts mit Geflüchteten zu tun.	de
Es kotzt mich an und bringt mich selbst zum kotzen, wenn Özdemir, oder wie immer der geschrieben wird, von PATRIOTISMUS redet oder sich über DEMOKRATIE ausläßt!	Es ärgert mich, wenn Özdemir, oder wie immer der geschrieben wird, von PATRIOTISMUS redet oder sich über DEMOKRATIE ausläßt!	de
Die Dummheit und Deutschfeindlichkeit eines Maas ist nicht mehr akzeptabel!. Dieser Kriminologe Pfeifersollte wohl vorher auf Drogen getestet werden!	Die Naivität und Deutschfeindlichkeit eines Maas ist nicht mehr akzeptabel!. Dieser Kriminologe Pfeifersollte wohl vorher auf Drogen getestet werden!	de
Mit Schulz kämen wir von der Pest (Merkel) zur Cholera (Schulz)! CDU uns SPD zusammen haben, unseren jetzigen Untergang zu verantworten!	Mit Schulz kämen wir vom einen Übel (Merkel) zum anderen Übel (Schulz)! CDU uns SPD zusammen haben, unseren jetzigen Untergang zu verantworten!	de
Es wird Zeit,den Pfaffen zu zeigen,wer sie sind! Ein Verein der Gescheiterten und Weltfremden!	Es wird Zeit,den Geistlichen zu zeigen,wer sie sind! Ein Verein der Gescheiterten und Weltfremden!	de
Quatsch! Es gibt keine Fachktäfte aus dem Ausland! Außer in Kriminellen und Vergewaltiger-Bereich! Grüne Dummheit!	Quatsch! Es gibt keine Fachktäfte aus dem Ausland! Außer in Kriminellen Bereich!	de
Die Zersetzung,die Vernichtung der Kultur,der Abschaum,hat immer nur einen Ursprung!	Die Zersetzung,die Vernichtung der Kultur,hat immer nur einen Ursprung!	de
Frage mich schon seit Jahren, wieviel Stoff jemand intus haben muß, um solche deutschfeindlichen Idioten zu wählen?!	Frage mich schon seit Jahren, wieviel Stoff jemand intus haben muß, um solche deutschfeindlichen Personen zu wählen?!	de
Dummes Gelaber, Kern. Kurz stellt sich nicht gegen die Italiener. Er. will nur 200.000 Invasoren nicht nach Österreich einreisen lassen.	Unsinnige Aussage, Kern. Kurz stellt sich nicht gegen die Italiener. Er. will nur 200.000 Einwanderer nicht nach Österreich einreisen lassen.	de
Was für eine ekelhafte Person....der alte..!!	Was für eine unangenehme Person....der alte Mann..!!	de
Was für ein Volltrottel ...der hat den Gürtel nicht lange und von wegen für Deutschland Boxen...😂😂	Was für ein Typ ...der hat den Gürtel nicht lange und von wegen für Deutschland Boxen...😂😂	de
Klar doch . Die Schlimmsten im Lande sind die Rechten.die Moslems aber die Bedaerungswürdigen denen um JEDEN Preis geholfen werden muß.💩💩💩💩	Klar doch . Die Schlimmsten im Lande sind die Rechten.die Moslems aber die Bedaerungswürdigen denen um JEDEN Preis geholfen werden muß.	de
Haben wir bei der Schwuchtel auch schon vermutet....	Haben wir bei dem Typ auch schon vermutet....	de
Prost Heike (Wat hat der Kerl für`n geiles Höschen (vorne gelb und hinten braun 😂😂😂) ich fasse es nicht 😂😂😂	Prost Heike (Wat hat der Kerl für`n schönes Höschen (vorne gelb und hinten braun 😂😂😂) ich fasse es nicht 😂😂😂	de
Die ganze Welt schüttelt den Kopf oder lacht uns aus und dieses dumme Weib, Merkel, macht fleißig weiter !	Die ganze Welt schüttelt den Kopf oder lacht uns aus und diese Frau, Merkel, macht fleißig weiter !	de
@USER_15 @USER_12 @USER_10 @USER_0 @USER_7 @USER_5 @USER_16 @USER_17 @USER_9 @USER_2 @USER_11 @USER_1 @USER_4 @USER_6 @USER_3 @USER_8 @USER_13 @USER_14 Es ist zum Kotzen, seit Tagen!	@USER_15 @USER_12 @USER_10 @USER_0 @USER_7 @USER_5 @USER_16 @USER_17 @USER_9 @USER_2 @USER_11 @USER_1 @USER_4 @USER_6 @USER_3 @USER_8 @USER_13 @USER_14 Es ist frustrierend, seit Tagen!	de
Da macht sich die Bildung aus der Bild mal wieder bemerkbar. So ein Sau dummer Kommentar	Da macht sich die Bildung aus der Bild mal wieder bemerkbar. Ein sehr unüberlegter Beitrag	de
Endlich wurde dem Linken Anarchisten-Pack eine auf die Fresse gehauen!🤛	Endlich wurde den Linken Anarchisten ein Denkzettel verpasst!	de
Mimimi ,,, und was machen unsere politisch-korrekten #safespace-Krieger dann im Ernstfall? Sich in die Hosen sch...?	Mimimi ,,, und was machen unsere politisch-korrekten #safespace-Krieger dann im Ernstfall? Angst bekommen?	de
Ihr Mauermörder wisst überhaupt nicht was Demokratie bedeutet 🖕	Ihr wisst überhaupt nicht was Demokratie bedeutet	de
#rapefugees in der Siedlung? #hartzundherzlich	Geflüchtete in der Siedlung? #hartzundherzlich	de
Frauen die sich nicht freiwillig von Flüchtlingen ficken lassen sind sind ein Verstoß gegen die Menschenwürde. #Hungerstreik #Rapefugees	Frauen die sich nicht freiwillig auf Geflüchtete einlassen sind sind ein Verstoß gegen die Menschenwürde. #Hungerstreik	de
Ein System der Zersetzung, ein System der Lemminge der USA,ein System von Sklaven!	Ein System der Zersetzung, ein System der Anhänger der USA,ein System von Unterstützern!	de
Streit um Flüchtlings-Obergrenze - So könnten CDU und CSU ihr Gesicht wahren 😜 Wenn eine hässliche Fratze gemeint ist, geht`s 😜	Streit um Flüchtlings-Obergrenze - So könnten CDU und CSU ihr Gesicht wahren 😜	de
#Myanmar #Islamisierung: Aber irgendwie muss das globale #Dreckspack wohl von seiner krachenden Niederlage in #Syrien ablenken	#Myanmar #Islamisierung: Aber irgendwie muss die globale Gemeinschaft wohl von seiner krachenden Niederlage in #Syrien ablenken	de
Die Drecks-SPD mit ihren Aussenministern scheisst aufs Grundgesetzt und ganz besonders auf Art. 6 GG	Der SPD mit ihren Aussenministern ist das Grundgesetzt egal und ganz besonders Art. 6 GG	de
... unfassbar!!!! Man muss es einfach einmal so sagen: Liebe Verantwortliche, das Zeug, welches ihr ständig raucht, das ist einfach Scheisse!	... unfassbar!!!! Man muss es einfach einmal so sagen: Liebe Verantwortliche, ihr macht wirklich schlechte Arbeit!	de
"Der Weitertransport von ""Schiffbrüchigen"" nach Europa ist ein. Verbrechen an den Italienern, die dann dafür zahlen müssen. Sauerei."	"Der Weitertransport von ""Schiffbrüchigen"" nach Europa ist ein. Verbrechen an den Italienern, die dann dafür zahlen müssen."	de
Es gäbe eine Lösung...wir sollten als Verstärkung die Maghreb-Polizei holen. Nichts fürchten die kleinen Schmarotzer mehr..!	Es gäbe eine Lösung...wir sollten als Verstärkung die Maghreb-Polizei holen. Nichts fürchten diese Personen mehr..!	de
Facebook ist verkommen zu einem Medium, dass nur noch die Darmbewohner der abgefuckten Altparteien und die sogenannte Religion der Steinzeitzombies vertritt.	Facebook ist verkommen zu einem Medium, dass nur noch die Mitglieder der Altparteien und eine bestimmte Religion  vertritt.	de
warum muss ich mir in der @USER_0 einen deutschen Jammerlappen anhören #WDR	warum muss ich mir in der @USER_0 einen jammernden Deutschen anhören #WDR	de
Sogar künstl. Intelligenz erkennt dem Dämon Merker!	Sogar künstl. Intelligenz erkennt den Einfluss Merkels!	de
Sollen sie doch ihre sieben Sachen packen und Erdowahn direkt in der Türkei unterstützen! 🤑🖕👎	Sollen sie doch ihre sieben Sachen packen und Erdogan direkt in der Türkei unterstützen!	de
von der Leyen sollte endlich entsorgt werden! #RausAusDemKabinett #illner	von der Leyen sollte endlich ersetzt werden! #RausAusDemKabinett #illner	de
@USER_0de @USER_0 Mit dummen Türken diskutiere ich nicht! Basta!	@USER_0de @USER_0 Mit naiven Türken diskutiere ich nicht! Basta!	de
Deswegen unterstützen Sie auch Kinderehen?! Kotz!	Deswegen unterstützen Sie auch Kinderehen?!	de
Das ist mir scheiss-egal Hauptsache sie scheiden aus ,bin 60er Fan!!!!!!!!!	Das ist miregal Hauptsache sie scheiden aus ,bin 60er Fan!!!!!!!!!	de
Das Publikum klatscht für jeden scheiss sind wohl gekauft	Das Publikum klatscht für jede Kleinigkeit sind wohl gekauft	de
Nix abgeschoben....13jahre sind zwar zu wenig, aber für die Gitterstäbe bezahlen wir gerne.. Danach die Ratte entsorgten..!!	Nix abgeschoben....13jahre sind zwar zu wenig, aber für die Gitterstäbe bezahlen wir gerne.	de
Werden die Namen überführter Museldiebe auch sofort veröffentlicht ??? Wann wird unser Land geheilt von RotGrünenMuselmist !	Werden die Namen überführter muslimischer Straftäter auch sofort veröffentlicht ??? Wann wird unser Land geheilt von RotGrünen-Quatsch !	de
Jetzt wird Deutschland überschwemmt werden aber die Idioten wollten es ja nicht anders.	Jetzt wird Deutschland überschwemmt werden aber die wollten es ja nicht anders.	de
Wenn Merkel Klitschko feiert,wird es gefährlich. Die Sklavin Obamas feiert einen neuen Sklaven.	Wenn Merkel Klitschko feiert,wird es gefährlich.	de
Die Merkel hat Charakter.. Leider ist der scheisse! 😜👍	Die Merkel hat Charakter.. Leider ist der nicht mein Geschmack! 😜👍	de
Also wenn die Türken bei euch so kacke sind kann ich auch nix machen 😂	Also wenn die Türken bei euch so drauf sind kann ich auch nix machen 😂	de
Mannheim, Multikulti versiffte Stadt. Klein Istambul und Rumänen/ Bulgaren ☠🖕	Mannheim, Multikulti Stadt. Klein Istambul und Rumänen/ Bulgaren	de
Georg Restle treibt immer noch sein Unwesen gespickt mit Hetze u Fake News gegen die AFD in d ARD dieser Schweinejournalist gehört entsorgt	Georg Restle treibt immer noch sein Unwesen gespickt mit Nachrichten u Fake News gegen die AFD in d ARD dieser Journalist gehört gekündigt	de
"Hallo Freunde ""Absurdistan"" hat mich wieder. Gerade mit `nem Geschenk für Murksel aus PL zurück. Ein Kopftuch für die Zweitfrau des Sultans😜"	"Hallo Freunde ""Absurdistan"" hat mich wieder. Gerade mit `nem Geschenk für Merkel aus PL zurück. Ein Kopftuch für die Zweitfrau des Sultans😜"	de
die Quotenmusel in der Sharia Partei D. für was das auch immer steht der Blonde ist aber auch nicht ganz hell auf der Platte	die Quotenvertreterin in der Sharia Partei D. für was das auch immer steht der Blonde ist aber auch nicht ganz aufgeklärt	de
Gesicht???? Was für ein Gesicht. Der hat nicht einmal einen Hals. Bei uns heißt so etwas Wutzekopp.	Gesicht???? Was für ein Gesicht. Der hat nicht einmal einen Hals.	de
hören Sie ihren Gören zu ? verkehrte Welt.	hören Sie ihren Kindern zu ? verkehrte Welt.	de
Das wird nie aufhören...die fucking Gutmenschen würden ihr eigenes opfern um diesen Völkerwahn aufrechtzuerhalten	Das wird nie aufhören...die Gutmenschen würden ihr eigenes opfern um diesen Völkerwahn aufrechtzuerhalten	de
Ist doch wahr, denn dieses dicke Etwas bekommt kaum zwei zusammenhängenden Sätze heraus und von sinnvoll rede ich garnicht erst 😜	Ist doch wahr, ich finde dieser Person fällt es manchmal schwer zwei zusammenhängenden Sätze zu sagen und sinnvoll finde ich sie auch nicht	de
Das darf man bei den Grünen Kinderfi....n nicht so eng sehen! 😎	Das darf man bei den Grünen nicht so eng sehen! 😎	de
