toxic_sentence	neutral_sentence	lang
Ich brauche einen Blog, glaube ich, 140 Zeichen sind zu wenig. Get rid of #Islam #Muslims #rapefugees	Ich brauche einen Blog, glaube ich, 140 Zeichen sind zu wenig. Weg mit #Islam #Muslims	de
Bei einer psycho Sekte von freiwillig zu sprechen ist mutig.	Bei einer Sekte von freiwillig zu sprechen ist mutig.	de
Ach ja stimmt, Eure bekloppte Religion...	Ach ja stimmt, Eure Religion...	de
Genau Grenzen dicht, aber richtig. Asylschmarotzer raus!	Genau Grenzen dicht, aber richtig.	de
Ich lach mich kaputt Truppenuschi soll es richten.	Ich lach mich kaputt Ursula von der Leyen soll es richten.	de
Schickt unsere Verdeidigungsministerin als Stangengirl zur Truppenbetreuung an die Front ,aber selbst dort wird sie Versagen.Eine Verteidigungsministerin ist Ein Hohn an die Truppe.Rommel wache auf!	Schickt unsere Verdeidigungsministerin zur Truppenbetreuung an die Front ,aber selbst dort wird sie Versagen.Eine Verteidigungsministerin ist Ein Hohn an die Truppe.Rommel wache auf!	de
Hier sind schon ein paar richtig dumme Menschen unterwegs..... Gegen wenn oder was habt ihr eigentlich vor der AfD gehetzt und gestänkert?. Ich pubertierende Pickelplantagen...	Hier sind schon ein paar richtig naive Menschen unterwegs..... Gegen wenn oder was habt ihr eigentlich vor der AfD gehetzt und gestänkert?.	de
Templer werden heute als Religiöse Spinner verurteilt. Das Gegenteil ist der Fall. Die Kirche hat uns missbraucht. Ein König verraten.	Templer werden heute als übermäßig Religiöse verurteilt. Das Gegenteil ist der Fall. Die Kirche hat uns missbraucht. Ein König verraten.	de
Deutschland das Land der drei Geschlechter der Duckmäuser und ja Sager der Toleranz Fanatiker. Das Land der Verblödung.	Deutschland das Land der drei Geschlechter der Angepassten und ja Sager der Toleranz Fanatiker.	de
Donald Trump ist ein Großmaul, das die Fakten zu den verkauften Autos. in D und USA nicht kennt. Er möge sein Maul halten.	Donald Trump ist eine Person, der die Fakten zu den verkauften Autos. in D und USA nicht kennt. Er möge leise sein.	de
die Quotenmusel in der Sharia Partei D. für was das auch immer steht der Blonde ist aber auch nicht ganz hell auf der Platte	die Quotenvertreterin in der Sharia Partei D. für was das auch immer steht der Blonde ist aber auch nicht ganz aufgeklärt	de
Der Gscheidschmatzer macht mich richtig wütend! Fährt mit seinem Porsche rum und reißt seine Klappe auf...ich glaubs nicht!	Der Besserwisser macht mich richtig wütend! Fährt mit seinem Porsche rum und reißt seinen Mund auf...ich glaubs nicht!	de
Ja die schauen auch abgemagert aus...speziell das fette Altmaier-Etwas....	Ja die schauen auch abgemagert aus...speziell der kräftige Altmaier...	de
Die Masse versteht das nicht, sie sind so dumm gehalten das annähernd jede Hilfe zu spät kommt	Die Masse versteht das nicht, sie sind so naiv gehalten das annähernd jede Hilfe zu spät kommt	de
Ralle du alter Mülleimer lebst ja immer noch...dachte das zeitliche hat dich gesegnet.... Bist halt eine zähe Unkrautwurzel	Ralle du lebst ja immer noch...dachte das zeitliche hat dich gesegnet.... Bist halt eine zähe Persönlichkeit	de
#HETZERIN 💩@USER_0💩 ⛔ #GEBLOCKT ! ⛔ WEG ist diese KRANKE deutschen - feindliche Person ! ⚠	#HETZERIN @USER_0 ⛔ #GEBLOCKT ! ⛔ WEG ist diese deutschen - feindliche Person ! ⚠	de
Die einzige Frage ist: Lassen sich die #Österreicher wieder von der #Kern-#Kurz-affinen #MSM-#Lügenbande verarschen oder nicht?	Die einzige Frage ist: Lassen sich die #Österreicher wieder von der #Kern-#Kurz-affinen #MSM-#bande hinters Licht führen oder nicht?	de
Wer will ein Hering So Dumm wie die Göring🤯	Wer will ein Hering So schlau wie die Göring🤯	de
Was bist Du denn für ne Göre?	Was bist Du denn für ne Person?	de
Die 42. Volksverarsche fürs dumm Wahl-„Volk“	Die 42. Irreführung fürs Wahl-„Volk“	de
Kotz deine Propaganda wo anders aus. Hier bist du falsch.	Werde deine Propaganda wo anders los. Hier bist du falsch.	de
Die einzigen Nazis dir mir auffallen sind die öffentlich-rechtlichen mit ihrer Hetzpropaganda  gegen Trump und morgen sind es dann die Juden	Die einzigen Nazis dir mir auffallen sind die öffentlich-rechtlichen mit ihrer Propaganda gegen Trump und morgen sind es dann die Juden	de
Was für eine hohle Type....😂😂	Was für ein Type....😂😂	de
#Straeter ist einfach nur noch Strunz langweilig	#Straeter ist einfach nur noch langweilig	de
#Lindner steckt heute Abend schon seinen Kopf in den Arsch von #Merkel widerlich #FDP	#Lindner schmeichelt sich heute Abend schon wieder bei #Merkel ein #FDP	de
Merkels Vasallen melden sich zu Wort!. Herr Gersemann ist ein Vasall Merkels und seine Kommentare werden von Merkel vorgegeben!!!	Merkels Unterstützer melden sich zu Wort!. Herr Gersemann ist ein Anhänger Merkels und seine Kommentare werden von Merkel vorgegeben!!!	de
Ach du Scheisse, wer mit Nahles in die Zukunft geht kann auch gleich den Stegner dazu packen 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂	Ach du grüne Neune, wer mit Nahles in die Zukunft geht kann auch gleich den Stegner dazu packen 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂	de
Frage mich schon seit Jahren, wieviel Stoff jemand intus haben muß, um solche deutschfeindlichen Idioten zu wählen?!	Frage mich schon seit Jahren, wieviel Stoff jemand intus haben muß, um solche deutschfeindlichen Personen zu wählen?!	de
Politiker von CDU CSU SPD sind eine große Gefahr für unser Land sie Posaunen in die Welt das DE 220.000 Invasoren aufnimmt + Familiennachzug	Politiker von CDU CSU SPD sind eine große Gefahr für unser Land sie Posaunen in die Welt das DE 220.000 Einwanderer aufnimmt + Familiennachzug	de
Was die allermeisten immer noch nicht begriffen haben: Der #Islam hat seine eigenen #Menschenrechte, #scharia-basiert. Ihr Deppen!	Was die allermeisten immer noch nicht begriffen haben: Der #Islam hat seine eigenen #Menschenrechte, #scharia-basiert.	de
Das einzige was @USER_1 bereut bedauert, dass er erwischt wurde.. Dieser Pädophile gehört eindeutig entsorgt...samt seiner Grünen Brut!!	Das einzige was @USER_1 bereut bedauert, dass er erwischt wurde.. Dieser Pädophile gehört eindeutig abgewählt...samt seiner Grünen Brut!!	de
In dem Schwarz Grün regierden Hessen werden jetzt 8 zusätzliche Psychologen nur für die Jugendlichen Invasoren eingestellt. Jetzt AFD wählen	In dem Schwarz Grün regierden Hessen werden jetzt 8 zusätzliche Psychologen nur für die Jugendlichen Einwanderer eingestellt. Jetzt AFD wählen	de
da ist sie ja wieder die Moderatorin der @USER_0 mit der alten schwarzen Schmodder Hose und den fettigen Haaren #WDR	da ist sie ja wieder die Moderatorin der @USER_0 mit der alten schwarzen Hose und den fettigen Haaren #WDR	de
Netanjahu wirft Gabriel Instinktlosigkeit vor. Tatsächlich ist Gabriel. ein völliger Versager, der einen Abgeschobenenposten bekleidet.	Netanjahu wirft Gabriel Instinktlosigkeit vor. Tatsächlich ist Gabriel. ein Mann, der einen Abgeschobenenposten bekleidet.	de
Juhu, der Bayer ohne Eier will wieder einmal alles nach der Wahl richten 😂😂😂 ich pinkel mir vor Lachen gleich ein 😂😂😂	Juhu, der Bayer will wieder einmal alles nach der Wahl richten 😂 ich finde das sehr lustig 😂😂😂	de
Diese ganze #metoo Kampagne einfach zum kotzen. Wie viele Männer werden von Frauen unterdrückt, misshandelt und missbraucht. Darüber spricht Mann nicht, aus Scham.	Diese ganze #metoo Kampagne einfach schlecht. Wie viele Männer werden von Frauen unterdrückt, misshandelt und missbraucht. Darüber spricht Mann nicht, aus Scham.	de
Also wenn die Türken bei euch so kacke sind kann ich auch nix machen 😂	Also wenn die Türken bei euch so drauf sind kann ich auch nix machen 😂	de
Mannheim, weltoffen und kunterbunt. Und strunzdumme Multikultiliebhaber. Verblödete halt	Mannheim, weltoffen und kunterbunt. Und Multikultiliebhaber.	de
Ich scheisse auf die SPD !!!	Die SPD ist mir egal!!!	de
"#illner Leute, die Parteien wählen, die sie zu ""schon länger hier Lebenden"" herabwürdigen, sind schlicht #verblödet od. #geisteskrank"	"#illner Leute, die Parteien wählen, die sie zu ""schon länger hier Lebenden"" herabwürdigen, sind schlicht #naiv"	de
wenn der #Bundespräsident mit seinem dummen Geschwätz auf die #SPD zielt sollte er bedenken dass 80% der deutschen die SPD nicht wollen	wenn der #Bundespräsident mit seinen Aussagen auf die #SPD zielt sollte er bedenken dass 80% der deutschen die SPD nicht wollen	de
Du bist einfach nur noch lächerlich . #Bundestag	Du bist einfach nur noch fragwürdig . #Bundestag	de
Die haben noch einen Arsch in der Hose.	Die haben noch Mumm.	de
Martin Schulz ist nichts, kann nichts und taugt nichts.Ein totaler. Versager, schon in der Schulzeit. Und trockener Alkoholiker.	Martin Schulz kann nichts und taugt nichts.Ein totaler. Versager, schon in der Schulzeit. Und trockener Alkoholiker.	de
@USER_0de @USER_0 In der Türkei, das Maul nicht riskieren und hier frech werden! Typisch Türke!	@USER_0de @USER_0 In der Türkei, nichts riskieren und hier frech werden! Typisch!	de
für derart strunzdumme Menschen die ihre Gesundheit bei Wetten Dass ruinieren sollte die Öffentlichkeit keinesfalls aufkommen #hartaberfair	für Menschen die ihre Gesundheit bei Wetten Dass ruinieren sollte die Öffentlichkeit keinesfalls aufkommen #hartaberfair	de
Dummes Gelaber, Kern. Kurz stellt sich nicht gegen die Italiener. Er. will nur 200.000 Invasoren nicht nach Österreich einreisen lassen.	Unsinnige Aussage, Kern. Kurz stellt sich nicht gegen die Italiener. Er. will nur 200.000 Einwanderer nicht nach Österreich einreisen lassen.	de
Opfer im Interesse der eigenen fragwürdigen Ziele verhöhnen zu lassen sind bewusster Politik-Stil Merkels, ein kranker Geist😜	Opfer im Interesse der eigenen fragwürdigen Ziele verhöhnen zu lassen sind bewusster Politik-Stil Merkels	de
Habe einige Male für ihn dolmetschen müssen - frag` mich besser nicht. Und wenn er Merkel sieht, kriegt er `nen Stän*** 😜	Habe einige Male für ihn dolmetschen müssen - fragmich besser nicht. Und wenn er Merkel sieht, freut er sich	de
hören Sie ihren Gören zu ? verkehrte Welt.	hören Sie ihren Kindern zu ? verkehrte Welt.	de
Die öffentlich-rechtlichen sind Merkels Vasallen und unterstehen der Zensur Merkels!! Die Lügenpresse ebenfalls so wie SAT1 und RTL	Die öffentlich-rechtlichen sind Merkels Anhänger und unterstehen der Zensur Merkels!! Die Presse ebenfalls so wie SAT1 und RTL	de
das hätte ich der #FDP nicht zugetraut alle Achtung! nur die #Grünen kriechen allen in den Arsch	das hätte ich der #FDP nicht zugetraut alle Achtung! nur die #Grünen schmeicheln sich bei allen ein	de
Facebook ist verkommen zu einem Medium, dass nur noch die Darmbewohner der abgefuckten Altparteien und die sogenannte Religion der Steinzeitzombies vertritt.	Facebook ist verkommen zu einem Medium, dass nur noch die Mitglieder der Altparteien und eine bestimmte Religion  vertritt.	de
1. Mit ihr euch meine ich diese ganzen intoleranten voll mit hasserfüllten versagern ..2 . ich will mich nicht nach euren wünschen und Vorstellungen integrieren , punkt aus !	1. Mit ihr euch meine ich diese ganzen intoleranten voll mit hasserfüllten Menschen ..2 . ich will mich nicht nach euren wünschen und Vorstellungen integrieren , punkt aus !	de
"Du weißt, dass du #geistesgestört bist, wenn deine größte Sorge ist von #linke n Clowns ""#Rassist"" od. ""#islamophob"" genannt zu werden"	"Du weißt, dass du #verwirrt bist, wenn deine größte Sorge ist von #linken ""#Rassist"" od. ""#islamophob"" genannt zu werden"	de
wir brauchen das scheiß #Europa nicht ich bin #Deutscher und kein Europäer #btw2017	wir brauchen das #Europa nicht ich bin #Deutscher und kein Europäer #btw2017	de
@USER_13 @USER_15 @USER_9 @USER_3 @USER_4 @USER_7 @USER_1 @USER_14 @USER_6 @USER_12 @USER_5 @USER_10 @USER_11 Ne, das gibts nicht, ist der Vollpfosten immer noch da???	@USER_13 @USER_15 @USER_9 @USER_3 @USER_4 @USER_7 @USER_1 @USER_14 @USER_6 @USER_12 @USER_5 @USER_10 @USER_11 Ne, das gibts nicht, ist der Typ immer noch da???	de
Endlich wurde dem Linken Anarchisten-Pack eine auf die Fresse gehauen!🤛	Endlich wurde den Linken Anarchisten ein Denkzettel verpasst!	de
Da wird mal wieder stark Übertrieben, es werden paar hundert wenn es hoch kommt teilnehmen!. Natürlich wird die Lügenpresse was anderes sagen	Da wird mal wieder stark Übertrieben, es werden paar hundert wenn es hoch kommt teilnehmen!. Natürlich wird die Presse was anderes sagen	de
Wegen Pussys wie dir, gibt es in 🇩🇪keinen ernstzunehmenden Widerstand.	Wegen Menschen wie dir, gibt es in 🇩🇪keinen ernstzunehmenden Widerstand.	de
Ursprünglich (gestern) ging es um FEMA-Camps - wir sind keinen Schritt weiter. Da platzt einem der Arsch - sorry.	Ursprünglich (gestern) ging es um FEMA-Camps - wir sind keinen Schritt weiter. Das ist so frustrierend.	de
Gabriel, was bist Du für ein scheinheiliger Außerrandundband-Minister.. Verkaufst Deine Demokratie an das Sultanat. Raus mit Dir.	Gabriel, was bist Du für ein unaufrichtiger Außerrandundband-Minister.. Verkaufst Deine Demokratie an das Sultanat.	de
Kann bleiben wo sie ist, dumme Nuss🖕	Kann bleiben wo sie ist	de
#Bayern sollte eine Unabhängigkeitswahl wie die Katalonen machen.. Wir brauchen keine sexy linksversiffte Regierung in #Bayern	#Bayern sollte eine Unabhängigkeitswahl wie die Katalonen machen.. Wir brauchen keine linke Regierung in #Bayern	de
idiotischer Kommentar. Aufm Supermannheft gepennt?	schlechter Kommentar. Aufm Supermannheft gepennt?	de
"Trump - sprich Tramp. Wenn die Laien-Ministerin über Trump labert,. bleibt mir nur : "" Lass den Trampel quaken"". Zu mehr taugt sie nicht."	"Trump - sprich Tramp. Wenn die Laien-Ministerin über Trump labert,. bleibt mir nur : "" Lass den Trampel quaken"". Zu mehr ist sie meiner Meinung nach nicht geeignet."	de
Der ist nicht die hellste Kerze. Wer behaupte, daß die Türken Deutschland aufgebaut haben den kann ich nicht für voll nehmen.	Der ist nicht der größte Experte. Wer behaupte, daß die Türken Deutschland aufgebaut haben den kann ich nicht für voll nehmen.	de
Frau Kerestan hat frisch und gut argumentiert. Herr Weinberg ist ein Betonkopf, der nur rückwärtsgewandt zu blicken scheint.	Frau Kerestan hat frisch und gut argumentiert. Herr Weinberg schneint nur rückwärtsgewandt zu blicken.	de
"Für mich ist der morgige Tag ein Tag der ""Größten Deutschen Schweinerei"" seit 1945, eine riesen Mogelpackung bekloppter Politiker🤢"	"Für mich ist der morgige Tag ein Tag der ""Größten Deutschen Schweinerei"" seit 1945, eine riesen Mogelpackung Politiker"	de
Gesicht???? Was für ein Gesicht. Der hat nicht einmal einen Hals. Bei uns heißt so etwas Wutzekopp.	Gesicht???? Was für ein Gesicht. Der hat nicht einmal einen Hals.	de
Jeder der mit Gabriel und Steinmeier paktiert hat bei mir verschissen. SPD - SCHMAROTZER, PÄDOPHILE UND DENUNZIANTEN !!!	Jeder der mit Gabriel und Steinmeier paktiert ist bei mir unten durch.	de
@USER_0_Hoffenheim @USER_0 Mit besseren Kommentatoren Pinkeln gehen aber das Urinal nicht treffen	@USER_0_Hoffenheim @USER_0 Mit besseren Kommentatoren das Ziel verfehlen	de
Nö, der sieht dumm aus. 😾	Nö, der gefällt mir optisch nicht.	de
In Polen sagte man mir heute, da erhielt doch ein Arschloch einen Preis dafür, weil er sein Heimatland Polen in Brüssel verklagen wollte 💩🤢	In Polen sagte man mir heute, da erhielt doch ein Typ einen Preis dafür, weil er sein Heimatland Polen in Brüssel verklagen wollte 🤢	de
Schon mal Gesehen. Asiaten sind brutal, gewissenlos, gottlos.	Schon mal Gesehen. Asiaten sind hart.	de
Ich kann diese scheisse mit diesen drecksmigranten einfach nicht mehr ertragen....wenn ich nur schon kanacken sehen wird gruselig....verfluchte Scheisser ..!	Ich kann das mit diesen migranten einfach nicht mehr ertragen....wenn ich nur schon welche sehe wird gruselig....	de
Die Caritativen Einrichtungen sind mir jetzt sowas von scheissegal! Habe Austritt aus der Kirch beantragt.!!!!!!!!	Die Caritativen Einrichtungen sind mir jetzt sowas von egal! Habe Austritt aus der Kirch beantragt.!!!!!!!!	de
Und da ich kein kleines Mädchen bin, so wie Du offenbar, kann ich eine solche Meinung ab.	Und da ich nicht so sensibel bin, so wie Du offenbar, kann ich eine solche Meinung ab.	de
Frau #Böttinger meine Meinung dazu ist sie sollten uns mit ihrem Pferdegebiss nicht weiter belästigen #WDR	Frau #Böttinger meine Meinung dazu ist sie sollten uns mit ihrer Meinung nicht weiter belästigen #WDR	de
Die Merkel hat Charakter.. Leider ist der scheisse! 😜👍	Die Merkel hat Charakter.. Leider ist der nicht mein Geschmack! 😜👍	de
warum muss ich mir in der @USER_0 einen deutschen Jammerlappen anhören #WDR	warum muss ich mir in der @USER_0 einen jammernden Deutschen anhören #WDR	de
Das darf man bei den Grünen Kinderfi....n nicht so eng sehen! 😎	Das darf man bei den Grünen nicht so eng sehen! 😎	de
Und wieder wird mit einem #falseflag (giftgaseinsatz) ein Terrorakt gegen Syrien durch USA gestartet.. Bei dem Wahnsinnigen Trump droht WW3	Und wieder wird mit einem #falseflag (giftgaseinsatz) ein Terrorakt gegen Syrien durch USA gestartet.. Bei dem Trump droht WW3	de
Solange bei Politikern der Dünnschiss aus der Fresse kommt, wird sich nichts ändern. Es stinkt weiter !!!	Solange die Politiker Quatsch erzählen, wird sich nichts ändern.	de
Schon ein Wahnsinn....obwohl nichtmal 1/3 der Bevölkerung sie gewählt hat darf sie trotzdem weiter regieren.. Ist zum kotzen!	Schon ein Wahnsinn....obwohl nichtmal 1/3 der Bevölkerung sie gewählt hat darf sie trotzdem weiter regieren..	de
Todenhöfer ist ein verlogener linker Islamlobbyist.  Leider sehr einflussreich	Todenhöfer ist ein unehrlicher linker Islamlobbyist. Leider sehr einflussreich	de
Sie können gelassen auf jeden Polit-Idioten warten, der auch einen Krieg nur in Erwägung zieht 😜	Sie können gelassen auf jeden Politiker warten, der auch einen Krieg nur in Erwägung zieht 😜	de
von einem Turkmenen sexuell missbraucht, x-mal minderjährige Mädchen von #rapefugees sexuell belästigt. #Kiel 2016! #islam #sophienhof [2/2]	von einem Turkmenen sexuell missbraucht, x-mal minderjährige Mädchen von Geflüchteten sexuell belästigt. #Kiel 2016! #islam #sophienhof [2/2]	de
Hey Charr...du bist kein guter Boxer...im Ami-Land haut dich jeder Sparingspartner wech du Pfeife...!. @USER_1	Hey Charr...du bist kein guter Boxer...in Amerika haut dich jeder Sparingspartner weg...!. @USER_1	de
Das meiste geht eh wieder für die Asylanten drauf 🤮	Das meiste geht eh wieder für die Asylbewerber drauf	de
Weil er eine linke Bazille ist....😃	Weil er ein Linker ist....😃	de
AUF DAS DER FUROR TEUTONICUS ERWACHT !zurhöllemitmerkel !	AUF DAS DER FUROR TEUTONICUS ERWACHT !wegmitmerkel !	de
"Moin, moin, seid Ihr alle noch gesund und munter bei all dem geistigen Dünnpfiff im ""Merkel-Propagandaschrott"" ???😜"	"Moin, moin, seid Ihr alle noch gesund und munter bei all dem geistigen Quatsch in der ""Merkel-Propaganda"" ???😜"	de
Stellt Lügenpresse eigentl schon Überlegungen in München an zur Nacktbadesaison an der Isar und Flüchtlinge Primaten? HAHAHAHA #rapefugees	Stellt die Presse eigentl schon Überlegungen in München an zur Nacktbadesaison an der Isar und Flüchtlinge? HAHAHAHA	de
Der IS eroberte in 100ten Städten auch die Ämter mit Mio Pässen u. verblödete Beamte wundern sich über Zig Identitäten von Krimigranten 😂😂😂	Der IS eroberte in 100ten Städten auch die Ämter mit Mio Pässen u. Beamte wundern sich über Zig Identitäten von Immigranten 😂😂😂	de
Es kotzt mich an und bringt mich selbst zum kotzen, wenn Özdemir, oder wie immer der geschrieben wird, von PATRIOTISMUS redet oder sich über DEMOKRATIE ausläßt!	Es ärgert mich, wenn Özdemir, oder wie immer der geschrieben wird, von PATRIOTISMUS redet oder sich über DEMOKRATIE ausläßt!	de
11jahre für das Schwein ist schon ok...alles besser als Bewährung...	11jahre für den Mann ist schon ok...alles besser als Bewährung...	de
Die Dummheit und Deutschfeindlichkeit eines Maas ist nicht mehr akzeptabel!. Dieser Kriminologe Pfeifersollte wohl vorher auf Drogen getestet werden!	Die Naivität und Deutschfeindlichkeit eines Maas ist nicht mehr akzeptabel!. Dieser Kriminologe Pfeifersollte wohl vorher auf Drogen getestet werden!	de
Das hättet ihr schon letzte Woche veröffentlichen müssen , aber auf Druck der Internet-Medien seht ihr euch gezwungen heute zu veröffentlichen!Erbärmliche Unterschlagungs-Presse!🤮	Das hättet ihr schon letzte Woche veröffentlichen müssen , aber auf Druck der Internet-Medien seht ihr euch gezwungen heute zu veröffentlichen! Das kommt mir vor wie Unterschlagung!	de
Insgesamt sitzen da nur dumme Leute. angefangen beim Moderator, der ist noch dümmer. Der muss stehen	Insgesamt sitzen da nur komische Leute. angefangen beim Moderator, der ist am schlimmsten. Der muss stehen	de
Lieber bezahlter Diener Putins, als Speichellecker einer korrumpierten deutschen Politik 😜	Lieber bezahlter Diener Putins, als einer korrumpierten deutschen Politik folgen😜	de
schlimmer sind jene Fanatiker die Islamisten hofieren. Jung als Nazi zu bezeichnen ist unendlich dumm!!	schlimmer sind jene Fanatiker die Islamisten hofieren. Jung als Nazi zu bezeichnen ist naiv!!	de
Die Pisser wollten schon immer unsere Länderein um jeden Preis und jetzt haben sie die Bruder .....	Die wollten schon immer unsere Länderein um jeden Preis und jetzt haben sie die Bruder .....	de
...ihre Statements entsprechen ihrem Aussehen...häßlich..!!	...ihre Statements entsprechen ihrem Aussehen..!!	de
Der größte Finanzbetrüger aller Zeiten, trifft einen Grünen deutschfeindlichen Türken! Diese Dummlaberei sollte sich niemand antun!	Der größte Finanzbetrüger aller Zeiten, trifft einen Grünen mit türkischen Wurzeln! Dieses Gespräch sollte sich niemand anhören!!	de
"Hallo Freunde ""Absurdistan"" hat mich wieder. Gerade mit `nem Geschenk für Murksel aus PL zurück. Ein Kopftuch für die Zweitfrau des Sultans😜"	"Hallo Freunde ""Absurdistan"" hat mich wieder. Gerade mit `nem Geschenk für Merkel aus PL zurück. Ein Kopftuch für die Zweitfrau des Sultans😜"	de
Naja,zu Lauterbach,ich kenne viele Leute die es besser machen würden und zum Dummerchen Thomalla , Merkel ist der Skandal, Watt für IRRE!	Naja,zu Lauterbach,ich kenne viele Leute die es besser machen würden und zu Thomalla , Merkel ist der Skandal! Das ist doch verrückt	de
FDP..bisher immer unbedeutend, wirklichen Schaden konnten sie nie anrichten..bis jetzt.. Lindner?.noch eine größere Pfeife als Westerwelle..!	FDP..bisher immer unbedeutend, wirklichen Schaden konnten sie nie anrichten..bis jetzt.. Lindner?.noch schlimmer als Westerwelle..!	de
"Mir reicht, dass ich diesen Feigling aus Rostock 1989/90 kenne. Er wurde ins ""Licht"" geschoben, dieser Gauckler 😜"	"Mir reicht, dass ich diesen Mensch aus Rostock 1989/90 kenne. Er wurde ins ""Licht"" geschoben, dieser Gauck 😜"	de
welches Meth nimmt eigentlich @USER_0? Ihre Haut sieht ja fürchterlich aus und dann das ständige blinzeln #furchtbar #maischberger	was nimmt eigentlich @USER_0? Ihre Haut sieht ja nicht gut aus und dann das ständige blinzeln #maischberger	de
"n-tv: ""Murksel ein Profi im Umgang mit schwierigen Partnern"" 😂😂😂 Ein Profi, wie eine Mecklenburger Kuh die Rückenschwimmen lernt, meine ich😜"	"n-tv: ""Merkel ein Profi im Umgang mit schwierigen Partnern"" 😂😂😂 Ein Profi, wie eine Mecklenburger Kuh die Rückenschwimmen lernt, meine ich😜"	de
der Dummschwätzer Herr #Dobrindt gehört nicht in die #Bundesregierung sondern ins Irrenhaus #CDU #CSU	der Herr #Dobrindt gehört nicht in die #Bundesregierung sondern braucht eine Psychotherapie #CDU #CSU	de
Das Pflaster müsste über sein dummes Maul reichen,😷	Das Pflaster müsste über seinen Mund reichen,😷	de
So sieht es in einem Land aus welches vor der Verblödung steht...ich hasse dumme Menschen, erst recht wenn es meine eigenen Landsleute sind...furchtbar	So sieht es in einem Land aus, welches vor einer Herausforderung steht...ich mag keine uninformierten Menschen, erst recht wenn es meine eigenen Landsleute sind...enttäuschend	de
Uiiii...die Häßlichkeit geht in die nächste Runde...	Uiiii... die nächste Runde...	de
Das ist die Folge wenn Schwachmaten wie Laschet und Konsorten Politik machen! 😨 👎	Das ist die Folge wenn Leute wie Laschet und Konsorten Politik machen! 😨 👎	de
Der Steinmaier redet nur Scheisse !!!! Gerade auf NTv	Der Steinmaier redet nur Unsinn !!!! Gerade auf NTv	de
Was für Bullshit. Wenn er mit Wissen und Unterstützung von Merkel gehandelt hat, dann ist das ein Skandal der gesamten Bundesregierung!	Was für Unsinn. Wenn er mit Wissen und Unterstützung von Merkel gehandelt hat, dann ist das ein Skandal der gesamten Bundesregierung!	de
Danke für die billigen Phrasen.Zum Kotzen!	Danke für die leeren Worte. Gefällt mir nicht!	de
Wie gehabt bei Illner Grüner + zwei Journalisten ein CDU u die Rot Grün versiffte Gesine Schwan ZDF versucht Grüne hochzupuschen. AFD wählen	Wie gehabt bei Illner Grüner + zwei Journalisten ein CDU u die Rot Grüne Gesine Schwan ZDF versucht Grüne hochzupuschen. AFD wählen	de
Der dumme Deutsche hat gewählt er läuft freiwillig zur Schlachtbank.. Armes dummes Deutschland.	Der Deutsche hat gewählt er läuft freiwillig zur Schlachtbank.. Armes Deutschland.	de
Grüner Scheiss ,wer sitzt hat keine Rechte mehr!	Grüne ,wer sitzt hat keine Rechte mehr!	de
So tief sind wir gesunken! Ein Merkel-Speichellecker mit dem IQ einer gewissen Fatima Roth, eine Null (außer im Tonnengewicht) als Finanzminister!	So tief sind wir gesunken! Ein Merkel-Unterstützer mit dem IQ einer gewissen Fatima Roth, eine Null (außer im Tonnengewicht) als Finanzminister!	de
Weil der LINKE SCHEIß das alles darf,hetzen,denunzieren,verleumden,kahanen,lügen,betrügen,Menschen attackieren und bald auch schießen.☠️😡☠️	Weil die LINKE das alles darf,aufbringen,melden,verleumden,lügen,betrügen,Menschen attackieren und bald auch schießen.☠️😡☠️	de
Wie blöd können die Niedersachsen doch sein ???	Wie naiv können die Niedersachsen doch sein ???	de
So ein Mist....die Unfähigsten aller zusammen bekleiden egal welche Ministerien...blödes dummes Deutschland was hast du nur angestellt...😡😡	So ein Mist....die Unfähigsten aller zusammen bekleiden egal welche Ministerien... Deutschland was hast du nur angestellt...😡😡	de
Die Welt von #Maas und #Merkel. Im Internet gibt’s Sperrung wenn nicht Staatsmeinung vertreten wird. In Hamburg gibts Schläge auf den Kopf	Die Welt von #Maas und #Merkel. Im Internet gibt’s Sperrung wenn nicht Staatsmeinung vertreten wird. In Hamburg kommt es zu Konflikten	de
Auf die Bewährung schei.......ss ich!	Die Bewährung ist mir egal!	de
Wen Interessiert schon was der kleine Wicht ruft. Jerusalem ist die Hauptstadt Israels. Basta.	Wen Interessiert schon was er ruft. Jerusalem ist die Hauptstadt Israels. Basta.	de
warum lädt man eine derart strunzdumme Frau #Demirkan bei #Maischberger ein #ARD	warum lädt man Frau #Demirkan bei #Maischberger ein #ARD	de
#Sexuallkunde für #Flüchtlinge und #Migranten ... #Mama #Merkel bringt #Asylanten das ficken bei ... #Vergewaltigungen funktionieren bereits	#Sexuallkunde für #Flüchtlinge und #Migranten ... #Mama #Merkel bietet #Asylbewerbern Aufklärungsunterricht an  ... #Vergewaltigungen funktionieren bereits	de
"Dieses ""Propaganda-TV"" ist nicht mehr mit anzusehen 🤢 Hoffentlich tritt Trump den politisch Verantwortlichen gehörig in den Arsch, Murksel!"	"Dieses ""Propaganda-TV"" ist nicht mehr mit anzusehen 🤢 Hoffentlich weckt Trump die politisch Verantwortlichen endlich auf, Merkel!"	de
